Format,ncats_qhts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Log_Conc_M,-9.011761791,-8.534640544,-8.057519287,-7.580398031,-7.103276777,-6.626155522,-6.149034267,-5.671913012,-5.194791758,-4.717670503,-4.240549248,,,,,,,,,,,,,,,
Fit_Output,Protocol Name,Sample ID,Sample Data Type,AC50 (uM),CC-v2,Efficacy,Max Resp,Structure,Metabolic Stability [m],Permeability [1e-6 cm/sec],Solubility [ug/ml],Drug Name,Assay Plate ID,Supplier ID,Supplier,Library,Log AC50 (M),Ligand Efficiency,Sample Name,Alias,CC-v1,LEC,BEI,SEI,Data Range,Inf Activity,Hill Coef,PValue,R2,AC50_2 (uM),Log AC50 2,Hill Coef 2,Fraction,Sample ID2,Tox21 ID,Zero Activity,User Flag,Max Read1,Max Data,Min Data,AUC,AUC Fit,Cmpd Plate ID,Comment,Log AC50-,Log AC50+,Inf Activity-,Inf Activity+,Custom 2,Custom 1,NCGC Unique ID,Mapping ID,Drug ID,Assay Name,Hash Key(24),MLSMR Compound Class,Primary MOA,Origin,Solvent,Salt Code,Purity,Purity Rating,MW,PubChem SID,CAS#,Gene Symbol,Gene ID,Tanimoto,Layer Index,Data Points,Mask No,Log Dye Conc,Report Flag,Assay Protocol ID,Mask Flags,Sample Replicate,Plate Replicate,Measure Time,Replicate IDs,Data Mode,Assay Outcome,Phenotype,Activity Score,Confirmation Flag,Control Flag,Conc ID,Experiment Set,Team,Scientist,IC50 (uM),Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Data8,Data9,Data10,Data11,Data12,Data13,Data14,Data15,Data16,Data17,Data18,Data19,Data20,Data21,Data22,Data23,Data24,Sample Data ID
0,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00103071-01,fluc,19.307916,-2.4,-98.256,-72.033,C[N]1N=NN=C1SCCNCC2=CC(=CC=C2OCC3=C(Cl)C=CC=C3)Br,null,null,null,null,null,8104-04683,Sytravon,2016_CMTA_01,-4.7143,0.24,null,null,-2.4,null,10.054,4.971,96.326,-90.256,1.222,0.108,0.893,null,null,null,null,null,null,8,null,null,24.293,-72.033,-12.84,-17.428,null,null,null,null,null,null,null,null,C29TY3Q6VAMP,RNBLOOZQSRHHJW,null,cmt1a-fu,MkOiwxbvPVuUBsBvYi,null,null,null,null,null,null,null,468.8,24266768,null,null,null,null,0,11,1,null,null,104113,0 0 1 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190250864,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,23.055124,1.129,0,-34.839,22.803,24.293,-1.42,-1.722,4.148,-14.438,-36.584,-72.033,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330678
0,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00103265-01,fluc,5.44171,-2.4,-26.743,-40.222,CN1C(=O)N(C)C2=C([N]3C(=C([N](C4=CC(=CC=C4)O)C3=N2)C5=CC=C(C)C=C5)C)C1=O,null,null,null,null,null,8017-9258,Sytravon,2016_CMTA_01,-5.2643,0.233,null,null,-2.4,null,12.668,6.329,48.636,-31.607,4.955,0.195,0.57,null,null,null,null,null,null,-4.864,null,null,8.415,-40.222,-56.806,-51.232,null,null,null,null,null,null,null,null,K2QRPVH5FDK9,OBVAVLBPNBZONW,null,cmt1a-fu,jJQziaitHimbaBiwZm,null,null,null,null,null,null,null,415.4,24266962,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190243461,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,null,-14.677,-9.159,-16.282,-14.629,-9.138,3.223,-7.395,8.415,-23.208,-23.448,-40.222,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330476
0,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00103265-01,nluc,30.600985,-2.4,-70.097,-64.73,CN1C(=O)N(C)C2=C([N]3C(=C([N](C4=CC(=CC=C4)O)C3=N2)C5=CC=C(C)C=C5)C)C1=O,null,null,null,null,null,8017-9258,Sytravon,2016_CMTA_01,-4.5143,0.2,null,null,-2.4,null,10.863,5.427,75.783,-77.675,1.331,0.24,0.521,null,null,null,null,null,null,-7.578,null,null,11.053,-64.73,-70.047,-64.441,null,null,null,null,null,null,null,null,K2QRPVH5FDK9,OBVAVLBPNBZONW,null,cmt1a-fu,jJQziaitHimbaBiwZm,null,null,null,null,null,null,null,415.4,24266962,null,null,null,null,2,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190251062,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,47.723219,-11.797,-24.778,-24.26,-15.41,7.467,11.053,-10.898,4.014,-38.99,-16.778,-64.73,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229331167
0,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00103939-01,fluc,19.307916,-2.4,-72.925,-60.093,COC1=CC=C(NC2=C3CCCC3=NC4=CC=CC=C24)C=C1Cl,null,null,null,null,null,C066-2901,Sytravon,2016_CMTA_01,-4.7143,0.281,null,null,-2.4,null,14.51,13.28,86.87,-63.425,2.847,0.083,0.842,null,null,null,null,null,null,9.5,null,null,26.777,-60.093,5.528,9.946,null,null,null,null,null,null,null,null,WY4C8UC6HVPY,ISNGWHVJGUDWHT,null,cmt1a-fu,vIizKcFACieMXUCNak,null,null,null,null,null,null,null,324.8,24267284,null,null,null,null,0,11,1,null,null,104113,1 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190248224,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,30.641047,-20.31,10.676,5.944,9.198,0,-8.005,26.777,24.34,4.507,-26.498,-60.093,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330598
0,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00103951-01,nluc,27.273157,-2.4,-73.163,-69.591,CC1=CC=C(NC2=C3CCCC3=NC4=CC=CC=C24)C=C1F,null,null,null,null,null,C066-2967,Sytravon,2016_CMTA_01,-4.5643,0.285,null,null,-2.4,null,15.607,17.374,135.405,-75.36,4.095,0.316,0.842,null,null,null,null,null,null,-2.198,null,null,65.814,-69.591,-30.34,-33.921,null,null,null,null,null,null,null,null,W1YG4X8UWQW9,CEJLMNNTBNWRGK,null,cmt1a-fu,iAfTqCdAybVEHbDkHm,null,null,null,null,null,null,null,292.4,24267296,null,null,null,null,2,11,2,null,null,104113,1 0 0 0 0 1 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190253878,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,32.190629,23.81,0,4.711,-20.813,2.206,65.814,0,12.386,-12.901,-15.538,-69.591,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229331497
0,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00104069-01,fluc,8.624529,-2.4,-58.284,-26.42,CCOC(=O)C\1=C\C2=C(\N=C3\C=C/C=C\N3C2=O)N(C(C)C)C1=N\C(=O)C4=C(C)ON=C4C5=C(F)C=CC=C5Cl,null,null,null,null,null,C098-0207,Sytravon,2016_CMTA_01,-5.0643,0.174,null,null,-2.4,null,8.978,4.3,67.401,-59.524,1.826,0.15,0.654,null,null,null,null,null,null,-1.24,null,null,12.181,-55.22,-32.388,-54.486,null,null,null,null,null,null,null,null,ZQCJX8VQZQHM,OAOUVFZMPSMPQZ,null,cmt1a-fu,QqDbMlxLCxyJZwtWwE,null,null,null,null,null,null,null,564,24267414,null,null,null,null,0,11,1,null,null,104113,0 0 0 0 0 0 0 0 0 0 1,1,1,12:47.0,null,null,null,null,null,null,null,190248158,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,21.380701,10.759,0,-27.862,12.181,1.476,4.832,-6.521,-15.372,-14.334,-55.22,-26.42,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330832
0,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00104193-01,fluc,1.085764,-2.4,-94.761,-31.648,CCOC(=O)C\1=C\C2=C(\N=C3\C=C/C=C\N3C2=O)N(CC4CCCO4)C1=N\C(=O)C5=CC(=CC=C5)C(F)(F)F,null,null,null,null,null,C098-0652,Sytravon,2016_CMTA_01,-5.9643,0.21,null,null,5,null,11.033,5.907,87.25,-53.723,0.3,0.412,0.667,null,null,null,null,null,null,41.037,null,null,41.835,-45.415,-5.498,11.709,null,null,null,null,null,null,null,null,9T314GJ92N1R,FXNWMJADQYFOBC,null,cmt1a-fu,neFuOoAzMPBAEYVTRU,null,null,null,null,null,null,null,540.5,24267538,null,null,null,null,0,11,1,null,null,104113,1 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190245133,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,57.5,-14.811,41.835,26.593,-8.704,9.288,3.804,-5.103,0,2.868,-45.415,-31.648,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330966
0,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00104617-01,nluc,7.68662,-2.4,-48.409,7,[O-][S+](=O)(N1CCOCC1)C2=CC=C(C=C2)C(=O)NCCSC3=C([NH]C4=C3C=CC=C4)C5=CC=C(Br)C=C5,null,null,null,null,null,C156-0001,Sytravon,2016_CMTA_01,-5.1143,0.19,null,null,-2.4,null,8.515,3.854,71.985,-47.108,4.955,0.199,0.598,null,null,null,null,null,null,1.302,null,null,27.06,-44.924,-14.182,-34.818,null,null,null,null,null,null,null,null,H93MTU22F7QR,VYAMAUSENDIUEQ,null,cmt1a-fu,ardbxcrSkzmqajRXbN,null,null,null,null,null,null,null,600.5,24267962,null,null,null,null,2,11,1,null,null,104113,0 0 0 0 0 0 0 0 0 0 1,1,1,12:47.0,null,null,null,null,null,null,null,190252613,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,null,7.543,0,27.06,2.173,-17.701,0.318,-13.808,2.883,-11.927,-44.924,7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229331648
0,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00104885-01,fluc,8.624529,-2.4,-49.549,-33.825,CCOC1=C(OCC)C=C(C=C1)C(=O)N2CCC3=CC(=C(OC)C=C3C2COC4=CC=C5\C(=C/C(=O)OC5=C4)C)OC,null,null,null,null,null,C199-0001,Sytravon,2016_CMTA_01,-5.0643,0.166,null,null,-2.4,null,8.827,5.454,59.172,-40.591,0.7,0.086,0.704,null,null,null,null,null,null,8.959,null,null,25.346,-33.825,-4.459,-5.501,null,null,null,null,null,null,null,null,RYZPGS86JS6A,DOUYLHQWUQWFSA,null,cmt1a-fu,kNHptUSqPQXYWhYEjn,null,null,null,null,null,null,null,573.6,24268230,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190247740,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,null,5.781,3.049,0,25.346,3.894,19.816,-8.36,-11.89,-6.512,-20.705,-33.825,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330562
0,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00104898-01,nluc,7.68662,-2.4,-87.54,-74.074,COC1=C(Cl)C=C(NC(=O)CN2C(=O)N(C(=O)C3=C2C4=C(C=CC(=C4)C)[N]3C)C5=CC(=CC=C5)C)C=C1,null,null,null,null,null,C200-3091,Sytravon,2016_CMTA_01,-5.1143,0.19,null,null,-2.4,null,9.891,6.09,93.494,-84.214,0.7,0.126,0.861,null,null,null,null,null,null,3.325,null,null,19.42,-74.074,-66.24,-72.832,null,null,null,null,null,null,null,null,5CVM3PNSVKWS,CISDXADIKPNJID,null,cmt1a-fu,sOvUfmKxjCBShHYlDy,null,null,null,null,null,null,null,517,24268243,null,null,null,null,2,11,1,null,null,104113,0 0 0 0 0 0 0 0 1 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190255253,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,13.216269,-15.134,-3.079,8.744,19.42,0,0,-8.177,-30.328,1.528,-43.791,-74.074,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229331109
0,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00104911-01,nluc,10.857639,-2.4,-79.901,-59.003,CCCCC(CC)CNC(=O)C1=CC=C2C(=O)N(CC3=CC=C(OC)C=C3)C(=O)NC2=C1,null,null,null,null,null,C190-0217,Sytravon,2016_CMTA_01,-4.9643,0.213,null,null,5,null,11.343,5.838,127.648,-61.705,1.509,0.123,0.795,null,null,null,null,null,null,18.197,null,null,68.645,-59.003,42.031,26.841,null,null,null,null,null,null,null,null,8AW9UKALK11G,NVDXIALPFYFQHO,null,cmt1a-fu,dkUwFolkOkGCbsdpte,null,null,null,null,null,null,null,437.5,24268256,null,null,null,null,2,11,1,null,null,104113,0 0 0 0 0 1 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190258080,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,28.411586,0,9.945,5.817,14.531,38.191,68.645,42.09,12.061,-13.889,-31.349,-59.003,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229331186
0,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00104949-01,nluc,27.273157,-2.4,-47.152,-34.206,COC1=C(OC)C=C2C(COC3=CC=C4\C(=C/C(=O)OC4=C3)C)N(CCC2=C1)C(=O)C5=CC=C(C)C=C5,null,null,null,null,null,C199-0115,Sytravon,2016_CMTA_01,-4.5643,0.169,null,null,-2.4,null,9.135,6.135,87.217,-45.152,0.4,0.517,0.522,null,null,null,null,null,null,2,null,null,53.011,-34.206,-36.82,-33.491,null,null,null,null,null,null,null,null,6VRQ3UHUPH78,WCDIFOAFNULPHU,null,cmt1a-fu,xgpTSXntrQwMCLwxOW,null,null,null,null,null,null,null,499.6,24268294,null,null,null,null,2,11,1,null,null,104113,0 0 0 0 0 1 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190256287,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,null,4.7,-3.757,4.387,0,0,53.011,-27.438,1.063,-11.623,-11.339,-34.206,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229331077
0,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00105328-01,nluc,21.663838,-2.4,-78.822,-75.74,FC1=CC=C(C=C1)C2=CSC(=N2)\C3=C\C4=C(CC(CC4=O)C5=CC=CC=C5)/NC3=O,null,null,null,null,null,C202-3025,Sytravon,2016_CMTA_01,-4.6643,0.213,null,null,-2.4,null,11.197,5.337,133.994,-77.255,3.132,0.138,0.897,null,null,null,null,null,null,1.567,null,null,58.255,-75.74,-28.36,-26.573,null,null,null,null,null,null,null,null,H48MTFT74LXK,CJFIOFOGYHPHQI,null,cmt1a-fu,QvEDPdwYhGIEMUNpIR,null,null,null,null,null,null,null,416.5,24268673,null,null,null,null,2,11,1,null,null,104113,1 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190257992,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,26.295234,58.255,0,5.555,-20.214,0,4.293,12.913,2.729,4.839,-31.751,-75.74,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229331630
0,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00105445-01,fluc,15.336823,-2.4,-72.927,-70.772,FC1=CC=C(NC(=O)CN2C(=O)N(CC3=CC=CC=C3)C(=O)C4=C2C5=C(S4)C=CC=C5)C=C1,null,null,null,null,null,C200-4244,Sytravon,2016_CMTA_01,-4.8143,0.2,null,null,-2.4,null,10.475,4.91,91.26,-78.053,1.66,0.07,0.727,null,null,null,null,null,null,-5.126,null,null,20.488,-70.772,-70.042,-68.802,null,null,null,null,null,null,null,null,3B47QT86PCU3,GQMXWZCKYLXJNJ,null,cmt1a-fu,aVcRzkrnNgNywbXzLd,null,null,null,null,null,null,null,459.5,24268790,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190243417,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,21.721928,-2.555,20.488,-31.401,-2.173,-23.669,-2.626,-0.225,0.212,-23.706,-47.057,-70.772,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330443
0,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00105459-01,fluc,17.208199,-2.4,-50.097,-37.218,COC1=C(OC)C(=CC(=C1)C2=NC(=C(C)O2)C[N]3N=NC(=C3C)C(=O)NC4=CC(=CC(=C4)C)C)OC,null,null,null,null,null,C200-5479,Sytravon,2016_CMTA_01,-4.7643,0.182,null,null,5,null,9.691,4.193,72.073,-44.097,1.416,0.277,0.528,null,null,null,null,null,null,6,null,null,34.855,-37.218,-0.726,-0.576,null,null,null,null,null,null,null,null,76RX3BAB21L8,CZVRVFAIHRCIFQ,null,cmt1a-fu,brKvwKvRGlWiNSvAoV,null,null,null,null,null,null,null,491.5,24268804,null,null,null,null,0,11,1,null,null,104113,1 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190249863,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,null,34.855,-7.645,-15.302,-0.412,17.594,18.204,31.483,-5.905,-5.527,-19.245,-37.218,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330885
0,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00106182-01,fluc,15.336823,-2.4,-38.522,-41.375,COCCCNC(=O)C1=CC=C(CN2C(=O)N(CC3=CC=C(Cl)C=C3)C4=CC=CC=C4C2=O)C=C1,null,null,null,null,null,C260-1605,Sytravon,2016_CMTA_01,-4.8143,0.189,null,null,-2.4,null,9.784,6.09,54.187,-40.441,4.955,0.086,0.704,null,null,null,null,null,null,-1.919,null,null,12.812,-41.375,-36.555,-32.389,null,null,null,null,null,null,null,null,HMQAFHSBDN4C,PMIZJIFIAOBSFM,null,cmt1a-fu,ZomSdQAvcnWkaUaMvn,null,null,null,null,null,null,null,492,24269527,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190246002,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,null,12.812,4.89,-3.304,-21.924,-10.934,0,-4.945,3.223,0.608,-29.985,-41.375,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330354
0,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00106193-01,fluc,24.307227,-2.4,-47.047,-40.644,CCC(=O)N1CCC2=CC(=CC(=C12)[S+]([O-])(=O)N3CCCC(C3)C(=O)NCC4=CC(=CC=C4)OC)Br,null,null,null,null,null,C259-1135,Sytravon,2016_CMTA_01,-4.6143,0.181,null,null,-2.4,null,8.173,4.123,67.255,-42.047,3.132,0.157,0.614,null,null,null,null,null,null,5,null,null,26.611,-40.644,6.255,5.755,null,null,null,null,null,null,null,null,UZUVQS1P534P,GABPJJJKQGLNDN,null,cmt1a-fu,mwKoJKKygrNkyVibua,null,null,null,null,null,null,null,564.5,24269538,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190246398,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,null,0.289,26.611,-18.914,4.07,6.375,-4.284,13.229,9.446,8.512,-11.787,-40.644,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330807
0,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00107047-01,fluc,24.307227,-2.4,-54.344,-57.407,CC1=C([NH]C2=C1C(=O)CC(C2)C3=CC=CC=C3)C(=O)OC4CCCCC4,null,null,null,null,null,C276-0192,Sytravon,2016_CMTA_01,-4.6143,0.244,null,null,-2.4,null,13.126,7.786,92.434,-58.555,3.065,0.174,0.841,null,null,null,null,null,null,-4.212,null,null,35.026,-57.407,-42.094,-41.089,null,null,null,null,null,null,null,null,Q2SNF2S63VJN,JGCMVJQKLMIZLQ,null,cmt1a-fu,WyeofufBDnhqRLMpYS,null,null,null,null,null,null,null,351.4,24270392,null,null,null,null,0,11,1,null,null,104113,0 0 0 0 0 0 0 1 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190246189,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,43.236846,2.171,-11.584,4.71,-1.935,-0.687,-20.458,-5.995,35.026,-1.213,-19.883,-57.407,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330591
0,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00107055-01,fluc,19.307916,-2.4,-85.048,-65.04,COC1=CC(=CC(=C1OC)Br)C2CC(=O)NC3=C2C=C4OCCOC4=C3,2.54694,1667,<1,null,null,C276-0244,Sytravon,2016_CMTA_01,-4.7143,0.249,null,null,-2.4,null,11.215,7.13,93.106,-86.459,0.9,0.075,0.792,null,null,null,null,null,null,-1.411,null,null,28.066,-65.04,-60.678,-60.752,null,null,null,null,null,null,null,null,UNPB5YU1CR9M,WHKFHZXTRNODHY,null,cmt1a-fu,CRxuCZEWorkdIpMqhZ,null,null,null,null,null,null,null,420.3,24270400,null,null,null,null,0,11,1,null,null,104113,1 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190246387,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,27.42504,28.066,4.403,-21.684,3.696,19.066,-16.161,-1.585,-14.477,-24.74,-41.002,-65.04,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330374
0,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00107055-01,nluc,1.085764,-2.4,-121.352,-76.775,COC1=CC(=CC(=C1OC)Br)C2CC(=O)NC3=C2C=C4OCCOC4=C3,2.54694,1667,<1,null,null,C276-0244,Sytravon,2016_CMTA_01,-5.9643,0.315,null,null,-2.2,null,14.189,9.02,112.394,-83.7,0.5,0.06,0.96,null,null,null,null,null,null,37.652,null,null,35.619,-76.775,-39.289,-40.214,null,null,null,null,null,null,null,null,UNPB5YU1CR9M,WHKFHZXTRNODHY,null,cmt1a-fu,CRxuCZEWorkdIpMqhZ,null,null,null,null,null,null,null,420.3,24270400,null,null,null,null,2,11,1,null,null,104113,0 0 1 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190253988,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,2.390033,35.619,27.976,-27.412,22.48,16.415,2.323,-27.371,-27.981,-56.105,-44.8,-76.775,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229331065
0,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00107097-01,nluc,24.307227,-2.4,-75.952,-76.995,CC(C)COC1=C(C=CC=C1)C2CC(=O)NC3=C2C=C4OCOC4=C3,null,null,null,null,null,C276-1605,Sytravon,2016_CMTA_01,-4.6143,0.253,null,null,-2.4,null,13.592,8.111,100.791,-82.423,2.333,0.168,0.648,null,null,null,null,null,null,-6.471,null,null,23.796,-76.995,-62.957,-61.755,null,null,null,null,null,null,null,null,U2XSYXTJ5U1R,MYSJOOVFZUUCAB,null,cmt1a-fu,IENScOnjBFltaNgGiV,null,null,null,null,null,null,null,339.4,24270442,null,null,null,null,2,11,1,null,null,104113,0 0 0 0 0 0 0 1 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190252316,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,29.266013,-2.984,0,3.827,-33.933,22.717,-33.133,-0.481,23.796,-11.842,-33.017,-76.995,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229331654
0,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00107109-01,fluc,15.336823,-2.4,-58.472,-45.061,CC1=C([NH]C2=C1C(=O)CC(C2)C3=CC=CC=C3Cl)C(=O)OC4CCCCC4,null,null,null,null,null,C276-0387,Sytravon,2016_CMTA_01,-4.8143,0.245,null,null,-2.4,null,12.473,8.124,47.769,-65.186,0.4,0.206,0.558,null,null,null,null,null,null,-6.714,null,null,-1.615,-49.383,-96.742,-93.917,null,null,null,null,null,null,null,null,UHZDNHTAXZUA,FCTYOYVZUZDBRZ,null,cmt1a-fu,GmNNQaHnOqSteGZYAL,null,null,null,null,null,null,null,385.9,24270454,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190250919,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,57.5,-17.615,-4.609,-1.615,-27.22,-21.905,-13.443,-13.327,-26.011,-13.932,-49.383,-45.061,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330698
0,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00107117-01,fluc,15.336823,-2.4,-76.672,-76.211,CCC1=CC=C(C=C1)C2CC(=O)C3=C(C2)[NH]C(=C3C)C(=O)OCC4=CC=C(C)C=C4,null,null,null,null,null,C276-0423,Sytravon,2016_CMTA_01,-4.8143,0.22,null,null,-2.4,null,11.988,8.124,101.935,-76.672,3.247,0.07,0.728,null,null,null,null,null,null,0,null,null,25.724,-76.211,-49.736,-44.772,null,null,null,null,null,null,null,null,QMT1VMWCTL65,VOTILOVDGRWLSS,null,cmt1a-fu,cdfNjtQNWXqMaYWliw,null,null,null,null,null,null,null,401.5,24270462,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190249236,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,18.611095,16.688,-17.013,-15.92,-7.599,-26.503,15.366,7.217,25.724,-4.701,-51.096,-76.211,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330360
0,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00107481-01,nluc,15.336823,-2.4,-69.759,-67.171,ClC1=C(CNC(=O)C2=CC=C(NC3=NC4=CC=CC=C4[N]5N=NN=C35)C=C2)C=CC=C1,null,null,null,null,null,C301-4938,Sytravon,2016_CMTA_01,-4.8143,0.213,null,null,-2.4,null,11.197,4.953,95.642,-67.323,4.045,0.234,0.773,null,null,null,null,null,null,2.436,null,null,28.471,-67.171,-23.266,-29.584,null,null,null,null,null,null,null,null,GR68NAW6V36T,CZWZAKDPAJKBKT,null,cmt1a-fu,VBaZcUuKraMUhBuYIZ,null,null,null,null,null,null,null,429.9,24270826,null,null,null,null,2,11,1,null,null,104113,0 0 1 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190251183,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,19.931565,-19.288,13.379,-46.767,0,28.471,12.325,-11.908,-8.393,0.841,-47.029,-67.171,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229331625
